Time,ID,AccRaw, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,Pitch, Roll, Yaw,Q(w), Q(x), Q(y), Q(z),Pressure
2018/3/12 23:10:25 524,0,30,-2,990,15,-28,21,9,1,-3,-1.75,-0.25,4.9,0.9989627,-0.001582369,-0.0153719,0.04283489,0
2018/3/12 23:10:25 534,0,30,-3,990,22,-33,28,16,-3,3,-1.75,-0.25,4.9,0.9989626,-0.001534152,-0.01537285,0.04283771,0
2018/3/12 23:10:25 534,0,30,-5,990,19,-33,25,13,-3,0,-1.75,-0.25,4.9,0.9989623,-0.001538145,-0.01537883,0.04284274,0
2018/3/12 23:10:25 534,0,30,-5,990,15,-27,18,9,3,-6,-1.75,-0.25,4.9,0.9989625,-0.001597014,-0.01537705,0.04283496,0
2018/3/12 23:10:25 536,0,31,-4,989,19,-25,20,13,5,-4,-1.75,-0.26,4.9,0.9989626,-0.001621097,-0.01539516,0.04282606,0
2018/3/12 23:10:25 538,0,31,-4,989,19,-25,27,13,4,2,-1.75,-0.26,4.9,0.998962,-0.001614596,-0.01543173,0.04282738,0
2018/3/12 23:10:25 550,0,29,-4,990,24,-28,30,18,2,5,-1.75,-0.25,4.9,0.9989625,-0.001610034,-0.01537333,0.04283641,0
2018/3/12 23:10:25 564,0,29,-5,988,25,-28,25,19,1,0,-1.74,-0.26,4.9,0.9989629,-0.001621237,-0.01532717,0.04284184,0
2018/3/12 23:10:25 578,0,29,-5,988,21,-28,23,15,1,-1,-1.74,-0.26,4.9,0.9989635,-0.001655412,-0.01528907,0.04284141,0
2018/3/12 23:10:25 601,0,29,-3,989,20,-32,26,14,-1,1,-1.73,-0.25,4.9,0.9989641,-0.001603142,-0.01525072,0.04284293,0
2018/3/12 23:10:25 631,0,29,-3,989,19,-36,31,12,-6,6,-1.73,-0.25,4.9,0.9989642,-0.00155617,-0.01522276,0.04285246,0
2018/3/12 23:10:25 641,0,29,-5,989,15,-32,29,9,-2,4,-1.73,-0.25,4.9,0.998964,-0.001614265,-0.01520044,0.04286337,0
2018/3/12 23:10:25 659,0,30,-6,989,16,-30,26,10,0,1,-1.73,-0.26,4.9,0.9989637,-0.001689657,-0.01519995,0.04286917,0
2018/3/12 23:10:25 677,0,30,-6,989,18,-29,23,12,0,-1,-1.73,-0.27,4.9,0.9989632,-0.001774387,-0.01521967,0.04286985,0
2018/3/12 23:10:25 704,0,29,-3,989,10,-28,22,4,1,-2,-1.73,-0.27,4.9,0.9989639,-0.001722686,-0.01518529,0.04286566,0
2018/3/12 23:10:25 720,0,30,-3,991,13,-32,27,7,-1,2,-1.72,-0.26,4.9,0.9989642,-0.001676595,-0.01518088,0.0428674,0
2018/3/12 23:10:25 743,0,30,-3,991,25,-30,27,19,0,2,-1.73,-0.25,4.9,0.9989637,-0.001613382,-0.01519599,0.04287276,0
2018/3/12 23:10:25 759,0,30,-5,988,25,-28,24,19,1,0,-1.73,-0.25,4.9,0.9989635,-0.001597449,-0.01521079,0.04287302,0
2018/3/12 23:10:25 779,0,30,-5,988,22,-31,25,16,0,0,-1.73,-0.26,4.9,0.9989629,-0.001630639,-0.01522788,0.04287515,0
2018/3/12 23:10:25 799,0,30,-6,989,24,-35,27,18,-4,2,-1.73,-0.27,4.9,0.9989622,-0.001713735,-0.01525412,0.04288078,0
2018/3/12 23:10:25 833,0,30,-3,989,19,-32,25,13,-2,0,-1.74,-0.27,4.9,0.9989619,-0.001721578,-0.01527314,0.04288445,0
2018/3/12 23:10:25 845,0,30,-3,989,16,-32,26,10,-2,1,-1.74,-0.26,4.9,0.9989617,-0.001665652,-0.01528493,0.04288628,0
2018/3/12 23:10:25 861,0,30,-3,990,20,-27,25,14,3,0,-1.74,-0.25,4.9,0.9989616,-0.001611315,-0.01528999,0.04288826,0
2018/3/12 23:10:25 879,0,30,-3,990,17,-25,25,11,5,0,-1.74,-0.25,4.9,0.9989617,-0.001562474,-0.01528645,0.04288894,0
2018/3/12 23:10:25 899,0,31,-5,990,15,-28,28,9,2,3,-1.74,-0.26,4.9,0.9989604,-0.00161855,-0.01534016,0.0428956,0
2018/3/12 23:10:25 923,0,31,-4,989,16,-29,27,10,0,2,-1.75,-0.26,4.9,0.9989594,-0.001643709,-0.0153916,0.04290116,0
2018/3/12 23:10:25 939,0,31,-4,989,20,-31,28,14,0,3,-1.75,-0.26,4.9,0.9989585,-0.001636379,-0.01543783,0.04290707,0
2018/3/12 23:10:25 959,0,29,-3,991,19,-32,25,13,-2,0,-1.75,-0.25,4.9,0.9989592,-0.001585378,-0.01538416,0.04290864,0
2018/3/12 23:10:25 980,0,29,-5,990,17,-32,26,11,-1,1,-1.74,-0.25,4.9,0.9989598,-0.001592479,-0.01533757,0.04291162,0
2018/3/12 23:10:25 999,0,29,-5,990,16,-31,26,10,0,1,-1.74,-0.26,4.9,0.9989601,-0.001645538,-0.01529608,0.04291722,0
2018/3/12 23:10:26 109,0,30,-6,990,11,-28,25,5,1,0,-1.74,-0.27,4.9,0.9989597,-0.001747684,-0.01530677,0.0429199,0
2018/3/12 23:10:26 109,0,30,-6,990,11,-29,25,5,0,0,-1.74,-0.28,4.9,0.9989593,-0.001842062,-0.01531571,0.042923,0
2018/3/12 23:10:26 111,0,31,-4,989,16,-32,24,10,-2,0,-1.75,-0.28,4.9,0.9989584,-0.001822605,-0.01537232,0.04292254,0
2018/3/12 23:10:26 113,0,31,-4,990,22,-35,28,16,-5,3,-1.75,-0.28,4.9,0.9989575,-0.00179739,-0.01542845,0.04292626,0
2018/3/12 23:10:26 125,0,31,-4,990,28,-34,28,22,-3,3,-1.76,-0.27,4.9,0.9989565,-0.001761437,-0.01547621,0.04293421,0
2018/3/12 23:10:26 182,0,30,-4,988,27,-30,25,21,0,0,-1.76,-0.27,4.9,0.9989565,-0.001730767,-0.01547086,0.04293773,0
2018/3/12 23:10:26 184,0,30,-4,991,23,-28,23,17,1,-1,-1.76,-0.27,4.9,0.9989567,-0.00170898,-0.01546133,0.04293654,0
2018/3/12 23:10:26 186,0,30,-4,991,24,-26,25,18,3,0,-1.75,-0.26,4.9,0.998957,-0.001689565,-0.01544376,0.04293667,0
2018/3/12 23:10:26 194,0,30,-4,989,27,-26,25,21,3,0,-1.75,-0.26,4.9,0.9989572,-0.001668031,-0.01543015,0.04293893,0
2018/3/12 23:10:26 202,0,30,-4,989,19,-28,25,12,1,0,-1.75,-0.26,4.9,0.9989572,-0.001656885,-0.01542136,0.04294103,0
2018/3/12 23:10:26 223,0,31,-4,990,19,-28,25,12,1,0,-1.76,-0.26,4.9,0.9989566,-0.001651117,-0.01546272,0.04294161,0
2018/3/12 23:10:26 239,0,30,-4,987,21,-33,25,15,-3,0,-1.76,-0.26,4.9,0.9989562,-0.001640557,-0.01548299,0.04294233,0
2018/3/12 23:10:26 259,0,30,-4,987,15,-32,22,9,-2,-2,-1.76,-0.26,4.9,0.9989564,-0.001635224,-0.01548223,0.04294034,0
2018/3/12 23:10:26 279,0,30,-4,990,12,-26,22,6,3,-2,-1.76,-0.26,4.9,0.9989568,-0.001643483,-0.01546941,0.04293561,0
2018/3/12 23:10:26 297,0,30,-4,990,19,-22,22,12,7,-2,-1.76,-0.26,4.9,0.9989573,-0.001641806,-0.01544805,0.04293098,0
2018/3/12 23:10:26 319,0,28,-5,989,17,-27,23,11,3,-1,-1.74,-0.26,4.9,0.9989588,-0.001688976,-0.01534415,0.04292939,0
2018/3/12 23:10:26 339,0,29,-4,991,8,-35,23,2,-4,-1,-1.74,-0.27,4.9,0.9989598,-0.001720433,-0.01528353,0.04292773,0
2018/3/12 23:10:26 359,0,29,-4,991,12,-35,26,6,-4,1,-1.73,-0.27,4.9,0.9989603,-0.001722913,-0.01525044,0.04292958,0
2018/3/12 23:10:26 379,0,30,-4,989,15,-29,25,9,0,0,-1.73,-0.27,4.9,0.9989599,-0.001717594,-0.01526487,0.0429334,0
2018/3/12 23:10:26 399,0,29,-4,989,15,-30,24,9,0,0,-1.73,-0.27,4.9,0.9989601,-0.001715086,-0.0152522,0.04293263,0
2018/3/12 23:10:26 419,0,29,-4,989,19,-32,28,12,-2,3,-1.73,-0.27,4.9,0.9989604,-0.001706631,-0.01522063,0.04293799,0
2018/3/12 23:10:26 439,0,30,-4,990,19,-32,28,13,-2,3,-1.73,-0.26,4.9,0.9989601,-0.001697043,-0.01521751,0.04294468,0
2018/3/12 23:10:26 459,0,30,-4,990,19,-32,31,12,-2,6,-1.73,-0.26,4.9,0.9989595,-0.001686119,-0.01523476,0.0429553,0
2018/3/12 23:10:26 479,0,30,-4,991,19,-33,29,12,-3,4,-1.73,-0.26,4.9,0.9989589,-0.001678592,-0.01525161,0.0429646,0
2018/3/12 23:10:26 498,0,30,-4,989,25,-32,26,19,-1,1,-1.73,-0.26,4.9,0.9989584,-0.001664417,-0.01526607,0.04296938,0
2018/3/12 23:10:26 520,0,30,-4,989,25,-33,25,19,-3,0,-1.74,-0.26,4.9,0.9989582,-0.001645114,-0.01528053,0.04297093,0
2018/3/12 23:10:26 540,0,30,-5,989,22,-33,28,16,-3,3,-1.74,-0.26,4.9,0.9989575,-0.001681002,-0.01529793,0.04297648,0
2018/3/12 23:10:26 562,0,30,-5,990,25,-32,28,19,-2,3,-1.74,-0.27,4.9,0.998957,-0.001710987,-0.01531235,0.04298405,0
2018/3/12 23:10:27 821,0,30,-5,990,22,-31,26,16,0,1,-1.74,-0.27,4.9,0.9989567,-0.001739245,-0.01532084,0.0429882,0
2018/3/12 23:10:27 821,0,28,-5,990,21,-30,28,15,0,3,-1.74,-0.27,4.9,0.9989569,-0.001772719,-0.0152792,0.04299573,0
2018/3/12 23:10:27 821,0,28,-5,990,20,-32,30,14,-1,5,-1.73,-0.28,4.9,0.9989575,-0.00180404,-0.01519579,0.04300664,0
2018/3/12 23:10:27 821,0,30,-4,989,16,-27,30,10,3,5,-1.73,-0.27,4.9,0.998957,-0.001787448,-0.01521157,0.04301637,0
2018/3/12 23:10:27 821,0,30,-3,989,12,-27,27,6,3,2,-1.73,-0.27,4.9,0.9989566,-0.001755198,-0.01522276,0.04302231,0
2018/3/12 23:10:27 821,0,30,-3,989,12,-25,21,6,4,-3,-1.73,-0.27,4.9,0.9989568,-0.001703021,-0.01522914,0.04301728,0
2018/3/12 23:10:27 821,0,30,-5,991,14,-28,18,8,1,-6,-1.73,-0.27,4.9,0.9989571,-0.001749229,-0.01523977,0.04300651,0
2018/3/12 23:10:27 821,0,30,-5,991,20,-37,21,14,-6,-3,-1.73,-0.27,4.9,0.998957,-0.00178098,-0.01526048,0.04299849,0
2018/3/12 23:10:27 823,0,29,-4,991,25,-38,26,19,-8,1,-1.73,-0.27,4.9,0.9989575,-0.001755187,-0.01523628,0.04299936,0
2018/3/12 23:10:27 823,0,30,-4,989,25,-35,31,19,-5,6,-1.73,-0.27,4.9,0.9989571,-0.00173075,-0.01523545,0.0430095,0
2018/3/12 23:10:27 823,0,30,-4,989,29,-32,28,4,3,3,-1.73,-0.27,4.9,0.9989566,-0.001733192,-0.01524654,0.0430163,0
2018/3/12 23:10:27 823,0,29,-4,989,30,-32,29,5,3,3,-1.73,-0.27,4.9,0.9989569,-0.00173523,-0.01520867,0.04302264,0
2018/3/12 23:10:27 823,0,30,-5,991,27,-32,26,2,3,0,-1.73,-0.27,4.9,0.9989569,-0.001763699,-0.01519905,0.04302657,0
2018/3/12 23:10:27 823,0,30,-5,991,18,-28,25,-6,7,0,-1.73,-0.28,4.9,0.9989566,-0.001822851,-0.01520571,0.04302716,0
2018/3/12 23:10:27 823,0,30,-5,991,19,-29,25,-6,6,0,-1.73,-0.29,4.9,0.9989563,-0.001882443,-0.01521415,0.04302759,0
2018/3/12 23:10:27 824,0,30,-5,991,19,-32,25,-6,3,0,-1.73,-0.29,4.9,0.9989561,-0.001931,-0.01522375,0.04302799,0
2018/3/12 23:10:27 825,0,30,-3,990,9,-30,24,-15,5,-1,-1.73,-0.29,4.9,0.9989561,-0.001892853,-0.01523052,0.04302534,0
2018/3/12 23:10:27 825,0,30,-5,988,15,-29,24,-9,6,-1,-1.73,-0.29,4.9,0.9989561,-0.001904575,-0.01523713,0.04302147,0
2018/3/12 23:10:27 825,0,30,-5,988,28,-28,29,3,6,3,-1.73,-0.29,4.9,0.9989558,-0.001937169,-0.01524247,0.0430266,0
2018/3/12 23:10:27 825,0,30,-4,989,26,-27,28,1,8,3,-1.73,-0.29,4.9,0.9989555,-0.001921265,-0.01524452,0.04303311,0
2018/3/12 23:10:27 825,0,30,-4,989,17,-28,23,-7,7,-2,-1.73,-0.29,4.9,0.9989556,-0.001920266,-0.01524496,0.04303138,0
2018/3/12 23:10:27 827,0,31,-3,989,12,-32,22,-12,3,-3,-1.74,-0.29,4.9,0.9989551,-0.001879876,-0.01529846,0.04302533,0
2018/3/12 23:10:27 827,0,31,-4,990,8,-28,22,-16,6,-3,-1.74,-0.29,4.9,0.9989547,-0.00187557,-0.01534553,0.04301826,0
2018/3/12 23:10:27 828,0,31,-4,990,14,-29,26,-10,6,0,-1.75,-0.29,4.9,0.9989541,-0.001888506,-0.0153866,0.0430169,0
2018/3/12 23:10:27 832,0,29,-5,990,22,-34,28,-2,1,3,-1.74,-0.29,4.9,0.9989545,-0.001937549,-0.01533734,0.04302289,0
2018/3/12 23:10:27 834,0,29,-5,988,20,-33,28,-4,2,3,-1.74,-0.3,4.9,0.9989547,-0.001980427,-0.01529714,0.04302807,0
2018/3/12 23:10:27 835,0,29,-5,988,16,-31,25,-9,4,0,-1.73,-0.3,4.9,0.9989552,-0.002023088,-0.01526017,0.04303034,0
2018/3/12 23:10:27 835,0,29,-5,990,20,-28,22,-4,6,-3,-1.73,-0.31,4.9,0.9989561,-0.002064036,-0.01521664,0.04302469,0
2018/3/12 23:10:27 835,0,29,-5,990,27,-32,25,2,3,0,-1.72,-0.31,4.9,0.9989567,-0.00208721,-0.0151791,0.04302315,0
2018/3/12 23:10:27 835,0,29,-4,989,25,-31,27,0,4,1,-1.72,-0.31,4.9,0.998957,-0.002061783,-0.01514785,0.04302555,0
2018/3/12 23:10:27 835,0,29,-5,989,25,-27,28,0,8,3,-1.72,-0.31,4.9,0.9989573,-0.002065629,-0.015114,0.04302961,0
2018/3/12 23:10:27 835,0,29,-5,989,32,-30,32,6,5,6,-1.71,-0.31,4.9,0.9989573,-0.002080434,-0.01508496,0.04304014,0
2018/3/12 23:10:27 836,0,31,-3,990,24,-34,31,0,1,5,-1.72,-0.3,4.9,0.9989559,-0.002002198,-0.01515657,0.04305014,0
2018/3/12 23:10:27 836,0,31,-3,990,20,-37,27,-4,-1,1,-1.73,-0.29,4.9,0.9989549,-0.001941076,-0.01522723,0.0430528,0
2018/3/12 23:10:27 836,0,31,-3,990,23,-35,27,-1,0,1,-1.74,-0.29,4.9,0.9989541,-0.00188135,-0.01528806,0.04305426,0
2018/3/12 23:10:27 836,0,30,-5,989,25,-32,28,0,3,3,-1.74,-0.29,4.9,0.9989533,-0.001875422,-0.01531754,0.04305872,0
2018/3/12 23:10:27 836,0,30,-5,989,22,-28,26,-3,7,0,-1.74,-0.29,4.9,0.9989531,-0.001919906,-0.01531522,0.04306186,0
2018/3/12 23:10:27 838,0,28,-5,988,19,-28,24,-5,6,-1,-1.73,-0.3,4.9,0.9989544,-0.001965904,-0.01523072,0.04305979,0
2018/3/12 23:10:27 838,0,30,-4,989,15,-22,25,-9,12,0,-1.72,-0.3,4.9,0.9989551,-0.001988968,-0.01518966,0.04305772,0
2018/3/12 23:10:27 838,0,30,-4,989,9,-23,26,-16,12,0,-1.72,-0.3,4.9,0.9989551,-0.001997276,-0.01518797,0.04305825,0
2018/3/12 23:10:27 838,0,30,-3,989,20,-32,27,-4,3,1,-1.73,-0.29,4.9,0.998955,-0.00194737,-0.0151978,0.04305962,0
2018/3/12 23:10:27 838,0,30,-3,989,31,-35,26,6,0,0,-1.73,-0.29,4.9,0.9989548,-0.001880416,-0.01521167,0.04306077,0
2018/3/12 23:10:27 838,0,30,-5,990,28,-35,25,3,0,0,-1.73,-0.29,4.9,0.9989545,-0.001914452,-0.01522992,0.04306149,0
2018/3/12 23:10:27 838,0,28,-5,990,25,-34,28,0,1,3,-1.73,-0.29,4.9,0.9989547,-0.001954235,-0.01519631,0.04306619,0
2018/3/12 23:10:27 838,0,28,-5,990,22,-32,30,-2,3,4,-1.72,-0.3,4.9,0.9989555,-0.001993962,-0.01511469,0.04307422,0
2018/3/12 23:10:27 839,0,29,-4,990,21,-30,31,-3,5,5,-1.71,-0.3,4.9,0.9989557,-0.001985533,-0.01508555,0.04308256,0
2018/3/12 23:10:27 839,0,32,-4,987,19,-28,28,-6,6,3,-1.72,-0.3,4.9,0.9989549,-0.001978427,-0.0151188,0.0430887,0
2018/3/12 23:10:27 839,0,32,-4,987,11,-27,23,-13,8,-2,-1.73,-0.3,4.9,0.9989536,-0.00198281,-0.0152048,0.04308648,0
2018/3/12 23:10:27 839,0,31,-6,989,13,-32,22,-11,3,-3,-1.73,-0.3,4.9,0.9989527,-0.002035005,-0.01527924,0.04308106,0
2018/3/12 23:10:27 841,0,31,-6,989,20,-32,24,-4,3,-1,-1.74,-0.31,4.9,0.9989517,-0.002115722,-0.01533548,0.04307908,0
2018/3/12 23:10:27 841,0,30,-5,990,26,-32,24,1,3,-1,-1.74,-0.32,4.9,0.9989519,-0.002134241,-0.01533768,0.04307668,0
2018/3/12 23:10:27 842,0,29,-4,989,22,-30,24,-2,5,-1,-1.74,-0.31,4.9,0.9989522,-0.002130573,-0.0153129,0.04307391,0
2018/3/12 23:10:27 842,0,29,-4,989,19,-28,26,-6,7,0,-1.73,-0.31,4.9,0.9989531,-0.00211226,-0.01526141,0.04307337,0
2018/3/12 23:10:27 852,0,28,-5,989,23,-31,25,-1,4,0,-1.72,-0.32,4.9,0.9989544,-0.002140006,-0.01517443,0.04307449,0
2018/3/12 23:10:28 75,0,29,-4,990,19,-28,22,-5,6,-3,-1.72,-0.31,4.9,0.9989554,-0.002142164,-0.01511777,0.04306974,0
2018/3/12 23:10:28 75,0,29,-4,990,19,-28,25,-5,7,0,-1.71,-0.31,4.9,0.9989562,-0.002121007,-0.0150827,0.04306648,0
2018/3/12 23:10:28 75,0,30,-3,988,16,-30,28,-8,5,3,-1.71,-0.31,4.9,0.998956,-0.002085512,-0.01507882,0.04306948,0
2018/3/12 23:10:28 75,0,30,-3,988,20,-31,30,-4,4,4,-1.71,-0.3,4.9,0.9989557,-0.002029815,-0.0150977,0.04307554,0
2018/3/12 23:10:28 75,0,31,-4,989,15,-31,28,-9,4,3,-1.72,-0.3,4.9,0.9989544,-0.00202117,-0.01516767,0.0430814,0
2018/3/12 23:10:28 75,0,31,-5,989,12,-32,26,-12,3,0,-1.73,-0.3,4.9,0.9989533,-0.002045453,-0.01523311,0.04308286,0
2018/3/12 23:10:28 75,0,31,-5,989,21,-37,25,8,-4,0,-1.74,-0.31,4.9,0.9989522,-0.002056717,-0.01530195,0.04308192,0
2018/3/12 23:10:28 75,0,29,-5,990,22,-34,25,9,-1,-1,-1.73,-0.31,4.9,0.9989529,-0.002067908,-0.015268,0.04308011,0
2018/3/12 23:10:28 75,0,29,-5,990,22,-29,25,9,3,0,-1.73,-0.31,4.9,0.9989535,-0.002077571,-0.01522851,0.04307821,0
2018/3/12 23:10:28 75,0,29,-5,990,21,-32,28,8,0,2,-1.72,-0.31,4.9,0.9989539,-0.002087112,-0.01519624,0.0430823,0
2018/3/12 23:10:28 75,0,30,-4,990,14,-32,29,1,0,3,-1.72,-0.31,4.9,0.9989536,-0.002079974,-0.01519237,0.04308775,0
2018/3/12 23:10:28 77,0,30,-4,990,15,-32,29,2,0,3,-1.73,-0.31,4.9,0.9989532,-0.002051239,-0.01520984,0.04309336,0
2018/3/12 23:10:28 77,0,30,-4,989,22,-32,23,9,0,-3,-1.73,-0.3,4.9,0.998953,-0.002017347,-0.01522833,0.04309123,0
2018/3/12 23:10:28 77,0,29,-4,990,29,-34,23,16,-1,-3,-1.73,-0.3,4.9,0.9989535,-0.001974533,-0.01522067,0.04308548,0
2018/3/12 23:10:28 77,0,29,-4,990,32,-30,27,19,2,0,-1.72,-0.29,4.9,0.9989541,-0.001928684,-0.01518364,0.0430866,0
2018/3/12 23:10:28 77,0,31,-3,990,28,-27,26,16,5,0,-1.73,-0.28,4.9,0.9989541,-0.001865993,-0.01519456,0.0430872,0
2018/3/12 23:10:28 79,0,31,-3,990,16,-28,25,3,4,-1,-1.73,-0.28,4.9,0.9989535,-0.001799216,-0.01524936,0.04308441,0
2018/3/12 23:10:28 79,0,31,-5,989,13,-31,23,0,1,-3,-1.74,-0.28,4.9,0.9989526,-0.001846357,-0.01530949,0.04308101,0
2018/3/12 23:10:28 79,0,30,-4,989,21,-33,25,8,0,0,-1.74,-0.28,4.9,0.9989522,-0.001855767,-0.01534315,0.04307878,0
2018/3/12 23:10:28 81,0,30,-4,989,25,-33,25,12,0,0,-1.74,-0.28,4.9,0.9989522,-0.001830551,-0.01534834,0.04307911,0
2018/3/12 23:10:28 82,0,29,-5,989,22,-32,23,9,0,-3,-1.74,-0.28,4.9,0.9989528,-0.001861077,-0.0153092,0.04307564,0
2018/3/12 23:10:28 92,0,29,-5,990,15,-28,24,2,4,-2,-1.73,-0.29,4.9,0.9989535,-0.001900033,-0.01526577,0.04307191,0
2018/3/12 23:10:28 112,0,29,-5,990,15,-30,25,2,2,-1,-1.73,-0.29,4.9,0.9989542,-0.001937855,-0.01522464,0.04306939,0
2018/3/12 23:10:28 123,0,30,-5,989,22,-35,30,9,-3,3,-1.73,-0.29,4.9,0.9989541,-0.001963134,-0.01522244,0.04307421,0
2018/3/12 23:10:28 740,0,30,-5,989,28,-36,34,15,-3,7,-1.73,-0.3,4.9,0.9989531,-0.001970823,-0.01524527,0.04308777,0
